OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
219141,3/8/2022 10:41,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.",Surface,There was a slip in the road and the bank was being washed away on the other side of the road. [NAME] did not mention this as a hazard in their section of the briefing.,
194728,11/10/2021 14:13,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.",Surface,"Terrain was steep, and crew worked the location safely, but discussing and designating the best path to access ROW could help avoid any slips, trips and falls.",
264043,8/2/2022 14:36,Uncontrolled High Energy (SIF),Gravity - Suspended Load,"[NAME] had mower raised and suspended and were beneath and looking underneath the deck of the equipment. I advised persons that it is best to stabilize and chock the tires and block - up the deck in case a strap, wire rope, or gantry crane failed. Addressed and advised of the SIF hazard and the potentials to be crushed or caught between.",
410396,11/6/2023 7:36,Cover up activities,Adequate amount of cover up used,"Neutral was covered on both sides of the pole, but not the spool. Reminded worker to install a split blanket around the clevis / spool for complete coverage.",
28173,3/9/2020 9:30,Housekeeping in order,Tripping hazards / Closed doors,Doors were opened on Bucket truck while employee was working on energized primary. Asked worker to move out of the zone and we closed doors with discussing why we must have them closed,
257376,7/11/2022 14:32,THA,Review with each crewmember after lunch and/or significant break in the Work,Contractor did not re - brief after lunch. [NAME] was coached on the importance of re - brief after lunch or extended breaks.,
77051,2/5/2021 13:27,Complete job briefing given (Forestry),All crew members present during walk through,Job briefing was just passed around after it was documented. [NAME] were all in trucks while it was being filled out,
487897,8/22/2024 7:28,Equipment - Tools &Equipment,Other - Equipment,Noted that hose nozzle for nurse tank in bed of supervisors truck was equipped with a hold open latch.,Talked to GF and he agreed that OSHA does not allow hold open nozzles. [NAME] stated that he would have the hold open latch removed.
166517,8/5/2019 10:50,Equipment used properly within load and operating tolerances,Proper rigging,Digger truck had the wrong tightening bar on the truck for the pole straps. Too long and had the attachment for another bar on it.,
349113,5/8/2023 11:55,Minimum PPE,All employees are wearing approved safety glasses w/side shields (ANSI Z87) Motion,Employees with prescription glasses are not utilizing Over the Glasses Safety Glasses or side shields,
454707,4/18/2024 11:00,Tools and equipment used correctly,Tool / Equipment selection and use,While digging I noticed that the bar that you usually use to roll the augur was missing and they were using a bolt in place of it. They had bent the bolt up to create a spot where the strap would bite and pull the auger up. I talked with the crew and reminded them they are not suppose to modify the equipment. They contacted their fleet and was getting someone out to bring the correct pin that was needed.,
350447,5/10/2023 8:45,Personal Safety,Line of fire,Discussed [NAME] Energy hazard with NW line crew - personnel working between bucket ( without chocks ) and forklift stopped immediately behind truck,
230641,4/14/2022 12:30,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Awareness of environment, Other slip, trip, fall: please describe additional hazards",Had crew add to job briefing the overgrowth of honeysuckle and the embankment in work area. Also communicated this with the GF,
468466,6/7/2024 8:03,Complete job briefing given,Other - Job Briefing,I did not have a chance to review the Job briefing with all the different work activities that were taking place during my job site visit.,
466190,5/30/2024 13:43,PPE (Forestry),Work gloves adequate,Climber did not have gloves while in the tree. Climber had to ask for a pair of gloves while in the tree. All crew members were coached on having the correct PPE before performing tasks.,
460953,5/7/2024 13:10,"Did you recognize additional sprain or strain hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes. 1",Body mechanics,* [NAME] C trimmer was trying to reach around the stem to cut some large diameter limbs one - handed. By not repositioning he was putting excessive stress on his shoulder by not using two hands and sawing within his power - zone / core. * [NAME] addressed trimmer and tried to communicate proper body positioning.,
492387,8/22/2024 9:00,Personal Safety,"Hazard recognition, Other - Personal Safety","[NAME] had on the appropriate PPE for this site visit ( boots, hard hat, safety glasses, vest ). This was good because we were at the [NAME] Airport and there are lots of movement from vehicles ( planes and cars ) to be aware of.",
420107,12/9/2023 15:20,Loading/Unloading Procedures,Tires chocked,Parked utility trailer was not chocked. Informed employee and he proceeded to chock tires. Continued work.,
293070,10/31/2022 9:15,Traffic Control,"Flagger/Flagging Stations in compliance, Traffic warning signage in Compliance",The task was flagging for dump trucks to enter / exit. The flaggers where using thier hands to stop traffic. I recommended that the flaggers use the STOP / SLOW paddles instead per MUTCD requirements.,
437231,2/15/2024 8:45,Pre-Job Briefing,Other - Pre-Job Briefing,"Although energy sources were being control & identified and hazards for task were written, the SIF ICONS on pre job brief document were not highlighted. Spoke with [NAME] onsite and it was immediately corrected.",
158291,5/6/2019 9:00,Fire extinguisher inspection up to date and was set off when required,Inspection up to date,fire extinguisher and gloves were not set off while truck was barricaded. Corrected at site. Fire extinguisher had not been inspected this month. Corrected at site,
6842,6/10/2019 12:00,Tools and equipment used correctly (Forestry),Other - Tools and equipment,"[NAME] saws were not attached to saddles in truck, but were stored out of sheathes. I suggested to keep sheaths on saws but keep them off saddles when not in use.",
151331,2/27/2019 17:30,Workplace Conditions Addressed,"Other - Workplace Conditions, Tripping Hazards",The crew was working in the right - of - way. the location of their truck forces them to walk through an area were a tree had fallen and presented a high risk of tripping and falling.,
129830,8/13/2021 20:15,PPE,Safety glasses adequate,1 crew member removed his safety glasses because they were fogging up. Cleaned them off and the item was corrected on sight.,
489330,8/27/2024 12:31,Excavation or Trench,Barricaded as necessary,Trees partial unguarded. Also needed to extend barricade around the aerial lift. Corrected on the spot.,
34269,5/4/2020 15:26,Effective Communication,Clear and effective,"The person working on the ground had a difficult time explaining to those working aloft what he wanted them to do. It was difficult to hear due to traffic, noise of the trucks, and the height of the poles.",
440870,2/29/2024 14:18,Housekeeping - Generation,"Cleanliness, Other - Housekeeping",Found no oil pads and oil residues on rocks and ground in the diesel generator areas. These need corrected and micro blazed.,
440087,2/26/2024 14:45,Tools and equipment used correctly,Adequate Condition,Safety latch on track machine winch hook was improper size and provided no protection. General [NAME] was onsite and called to get the proper safety latch,
442015,1/26/2024 9:15,Workplace Conditions Addressed,"Line of fire, Slick Surfaces, Steep terrain, Tripping Hazards",Talked with workers about the uneven surfaces around the construction site. This is a tall building and touched on watching overhead for workers that may be working on the roof as a possible line of fire hazard.,
455930,4/16/2024 10:53,Switching Order / Tagging (Hold Order/ Clearance),Switching orders followed,Conversions steps was worked out of order and one step was not completed when I arrived but was corrected before any issues occured,
311296,1/11/2023 9:41,Tools and equipment used correctly (Forestry),Other - Tools and equipment,"[NAME] started trimming secondary with hydraulic pole saw when he brush the lines, [NAME] was stopped by [NAME] [NAME] and coached on having control of his cuts. [NAME] switched over to his hand saw. [NAME] coaching by [NAME], but GF also needs to speak up when he sees these issues. I also spoke with [NAME] about making sure his chipper chains are crossed under tongue of chipper.",
183743,10/26/2021 12:30,PPE (Forestry),"Hard hat adequate, Hearing protection adequate, Safety glasses adequate",[NAME] was out doing the job briefing without any PPE on. [NAME] [NAME] addressed this issue with [NAME].,
88079,3/22/2021 10:30,Proper grounding utilized,Other - Grounding,No grounding plan was utilized. Spoke to job foreman about this and he wasn't aware one was required.,
459157,5/2/2024 10:05,Tools and equipment used correctly (Forestry),Adequate Condition,"While at location, I pointed out to Asplundh supervisor [NAME] [NAME] that the rigging rope was damaged and tearing in the middle of the rope. The rope was then taken out of tree and another rope was retrieved to continue operation.",
315821,1/26/2023 13:34,Ladders in Compliance,"Other - Ladders in Compliance, Set up properly, Used Properly",Step ladder being utilized in 6 - 12 of mud. Ladder rungs are covered in mud creating a slip hazard. In the current conditions the ladder was not being held by a crew member while crew member on ladder climbing / conducting task ( crew member required to guide drill section into place and to remove the rigging from the section ).,Spoke with KWEST GF [NAME] about working with Goettle Inc. to create a better plan for using the ladder / conducting the task in this way.
238121,5/11/2022 11:29,PPE - Generation,Protect Feet,Guys noted on their JSA to be careful for pinch points and make sure their feet are out of the way from equipment being loaded,
222674,3/22/2022 14:19,PPE (Forestry),Hearing protection adequate,Pole saw operator should wear hearing protection. The constant wine from the saw can damage hearing over time,
384200,8/18/2023 11:30,PPE - Workforce,"Employees wearing gloves appropriate for the hazard (e.g., cut resistant, dielectric, etc.)","Team member carrying large dunnage without donning required hand protection. Shared with Primoris Safety, Supervisors and TCR.","Continue to monitor, and coach hand injury prevention."
172448,9/14/2021 8:36,PPE - Generation,Protect Respiratory System,One employee was not wearing a respirator / dust mask in a very dusty situation. The employee got the proper PPE before proceeding.,
434896,2/7/2024 14:00,Correct work area traffic control,"Appropriate signs out, Cones compliant, Vests worn when required","Cones, signs, and vests had to be addressed. Workers got vests and placed out more traffic control items after we discussed it.",
363010,6/15/2023 13:48,Personal Safety,Ascending/Descending using 3 point contact,"while crew member exited bucket, they failed to us 3 points of contact while on catwalk. [NAME] member also exited belly of truck without using 3 points of contact.",
12573,11/14/2019 13:00,Complete job briefing given (Forestry),Other / Job Briefing,dispatch number was incorrect using forester contact info instead. GF notified and corrections made.,
470166,6/11/2024 9:35,Crane Set-up Properly,Other - Crane Set-up Properly,Plastic cover on crane door no longer in place to keep the weather out. Secured plastic door cover with tape to keep weather out. [NAME] awaiting pickup and removal from site. [NAME] looking out for contractor and care for equipment while they are off - site.,
115645,6/23/2021 14:20,Stop When Uncertain,Questioning attitude,"Line mechanic D was attempting to dig a hole when the boom started jumping, the lead lineman had to stop him and inform him this is not normal and an investigation of the hole should be done. Luckily this time it turned out to just be rock but this very easily could have been a gas line or something else.",
11196,10/7/2019 12:30,PPE (Forestry),"Hearing protection adequate, Side Shields adequate","[NAME] was using paper towels rolled up as hearing protection, [NAME] also did not have side shields on his glasses, nor was he wearing the goggles that were on his hardhat. Also, [NAME] had guages in his ears and was not wearing his muffs while operating the pole saw. I told him he should have plugs for the guages and he replied that was what the ear muffs were for.",
474772,6/27/2024 12:03,Equipment Operations,Designated Spotter as needed (maintaining adequate clearance),"While repositioning G & L semi for loading, spotter not utilized. Discussed with driver and foreman AEP policy and gave a copy of safety policy handbook",
249088,6/14/2022 14:00,Drilled Excavations,Other - Drilled Excavations,Groundman seen entering barricaded area while drill was in operation. [NAME] coached not to enter barricaded area while drill is in operation,
158333,5/9/2019 10:30,Correct work area traffic control,"Appropriate number of signs out, Appropriate signs out, Cones compliant, Flaggers compliant, Other - Work Area Protection, Professional WAP contractor use, Sign spacing adequate",Temporay Traffic control was managed by L>S> Equipment. They did ot have anything other than hi - vis clothing correct on the worksite. Coached and noted.,
55114,9/22/2020 10:58,Personal Safety,Ascending/Descending using 3 point contact,Had discussion with employee about using 3 points of contact getting off the truck instead of jumping off.,
360453,6/7/2023 6:30,Vehicle Set-up Correct,Wheel chocks used,Employee parked vehicle and forgot to set wheel chock out. This is a newer CDL holder who got out of truck and immediately went to help load materials for job.,"Reminded employee that even on level concreted area, wheel chocks must be used. Employee set wheel chock out."
475053,6/27/2024 11:00,Equipment Operations near Energized Lines,Cover-up installed as needed,Noted that addition cover up / blankets would add an additional layer of protection as work was completed. The crew took the recommendation and added the additional protection ( cover up blankets ) before work continued. [NAME] Photo's.,
406483,10/20/2023 11:15,Crane Set-up Properly,"Other - Crane Set-up Properly, Proper cribbing/outrigger pads - Crane, Wheels off ground - Crane","During site visit I observed multiple OFI's from [NAME] crew. I called and informed the general foreman, foreman and safety rep for MYRE of the violations. All assured me corrective actions will be made.","1926. 1402 ( b ) The equipment must not be assembled or used unless ground conditions are firm, drained, and graded to a sufficient extent so that, in conjunction ( if necessary ) with the use of supporting materials, the equipment manufacturer's specifications for adequate support and degree of level of the equipment are met. The requirement for the ground to be drained does not apply to marshes / wetlands. Use of Cribbing and Blocking Material must be placed on a firm level base or foundation to properly disperse the weight of the load. Ensure no debris is under the cribbing or blocking which may prevent it from resting firmly on the ground or surface. It should be placed directly beneath the outrigger and stacked to avoid slipping. Frequently inspect cribbing and blocking during unit operation for settling, slippage, cracking, bending, crushing or shear failure. Cribbing should never be taller than twice the width of the blocking base. ASME B30. 5 - 3. 2. 1. 5 ( i ) states: Blocking under outrigger floats, when required, shall meet the following requirements: ( 1 ) sufficient strength to prevent crushing, bending, or shear failure ( 2 ) such thickness, width, and length, as to completely support the float, transmit the load to the supporting surface, and prevent shifting, toppling, or excessive settlement under load"
23126,2/24/2020 9:00,PPE,Work gloves adequate,[NAME] gloves not worn while performing work. This was discussed and corrected. AEP - S & H [NAME] General Sec. 1. 17,
427356,1/9/2024 15:45,Equipment Operations,"Equipment loaded properly, Equipment within capacity limits","Binding chains utilized as lifting rigging. Expressed proper rigging importance, and crew seemed receptive. With both listed unsafe / opportunity for improvements noted, evident this has been a common practice.","Challenged crews not to do this in the future, and think of other ways in which to do minimizing risk, failure, and built in capacities. [NAME] nods."
52114,8/31/2020 10:00,Properly stored in protective sleeve,[Notes Required for At-Risk Conditions],Extendo Stick was not is a protective sleeve. Encouraged the person to order a protective sleeve as soon as possible.,
424135,12/26/2023 10:03,Range of Motion,Employee forcefully pushing or pulling a load,"sleeves are stuck and will require the use of pry bars, rams, and chain falls care should be taken not to over exert yourself",
131365,8/19/2021 11:43,Tools/Equipment/Isolation,Uses Right Tools/Equipment,Using 6 inch grinder with two hands on the grinder body. Handle was installed but not being used when observed.,Discussed with worker and supervisor. Talked about grinder injury and use of the handle for better control.
306814,12/20/2022 13:00,Equipment Operations,Other - Equipment - Motion,[NAME] spreading stone will be working near some guy wires. Recommended to install some barricade around them to make them more noticeable.,"As soon as recommendation was made, crew took care of. Thanks for the quick response"
390374,9/7/2023 12:53,Personal Safety,"Mind on Task / Engaged, Other - Personal Safety","although engaged, feel employee was rushing a bit to complete, which could have lead to personal injury vs awkwardness of handling drums.",
10003,9/5/2019 12:30,First Aid Kit (Forestry),Expiration date,"Triple Antibiotic expired on 12 / 2018 and First Aid kit really needs to be replaced, has mold in it from being out in the rain, informed GF.",
316595,1/30/2023 14:05,Opportunities To be More Effective,Effective Communication,* Improved performance by maintaining proper housekeeping and elimination of STF hazards was discussed with all parties.,
90506,3/27/2021 8:53,Complete job briefing given,Job briefing conducted and documented,[NAME] did not have briefing nor document it. We did fill one out afterward and address the concerns. I advised to do not get rushed and make sure you document your plan before you put the scene together.,
56726,9/3/2020 9:45,Correct work area traffic control,"Appropriate number of signs out, Cones compliant, Sign spacing adequate, Signs out",The crews were set up for over a mile and most of the vehicles did not have any cones around them. Numerous employees on the ground were not wearing traffic vests. Spoke with Line Tech management [NAME] [NAME]. [NAME] said he would visit with the crews and get the WAP corrected.,
312681,1/17/2023 15:30,Equipment Operations,Other - Equipment - Motion,"Observed [NAME] Member Walking Directly Behind The Forklift Twice ( 2 ) While The Operator Was Positioning The Equipment To Unload Station Poles From The Haul Truck, [NAME] Member Was Advised By The Site Superintendent On Not Walking Behind The Forklift During The Unloading Procedure, The [NAME] Member Was Observed A Third Time Walking Directly Behind The Forklift, The Designated Spotted [NAME] Out To The [NAME] Member To Advise Him Not To Be Behing The Forklift The [NAME] Member Was Observed Waving Off The Spotter","Advised The Site Superintendent That The [NAME] Member Need Additional Equipment And Spotter Awareness Training, And If The [NAME] Member Was Not Going To Listen To Directions The Additional Cancelling, Superintendent Advised That Kiewit Safety Was To Be On Site To Complete Additional Equipment And Spotter Training, Site TCR Was Also Informed"
461884,5/13/2024 13:00,"13) When verbally asked, did the engaged employee understand the job scope and task assignments for the day?",[Notes Required for At-Risk Conditions],[NAME] had a hard time deciding the best course of action. Use of documented procedure took care of this issue.,
26380,3/13/2020 13:00,Complete job briefing given (Forestry),Job briefing conducted and documented,[NAME] had no complete job briefing onsite. Another crew that was on location had the job briefing they conducted that morning in their truck and not at the jobsite. We stopped what they were doing and conducted another briefing.,
21554,2/19/2020 13:00,Climbing - Procedures,Was a tree assessment done before climbing (Is tree safe to climb)?,"An assessment had been done prior to climbing, however the crew was unsure as to what specific type of tree one of the trees were that they were climbing. Addressed at the time of the observation.",
197339,12/14/2021 14:33,Workplace Conditions Addressed,Other - Workplace Conditions,Pick up truck drove over and parked on ground cable connected to ground grid. Employee will put cones around ground for future parking.,
336543,3/30/2023 11:00,Hand and Power Tools - Telecom,"Hand and power tools in good working condition and free of defects (broken handles, cracked frames, damaged cords, etc.) with the required safety guards? [Telecom] - Mechanical",The handle on the post hole digger was taped to keep from breaking. Took was removed and will be replaced next week.,
23110,2/25/2020 9:15,Tree Felling - 2/3 Way Communication,Was command and respond discussed and documented on job briefing?,Command and response was not specifically documented on the job - briefing at the time of the observation. [NAME] called an all stop and documented / reviewed with the other crew members each command and response for tree felling procedures.,
426948,1/4/2024 13:30,Complete job briefing given (Forestry),Communicate understanding of tasks,job briefing was very minimal. It could have used more detail on the mitigation plans for specific hazards and work procedures.,
278189,9/19/2022 11:04,Housekeeping in order,Other - Housekeeping,The stretch of road was narrow with no room to pull off and safely receive a call. [NAME] lights and flashers were used and a determination was made to find a safer area to get off the road before continuing,
310850,1/10/2023 14:10,COVID-19 - Health Monitoring,Coaching on completing self-observation form daily?,all aep employees and contractors are reminded daily of the selfobservation form to be used daily before coming to work..,
425492,12/19/2023 12:05,Housekeeping - Generation,"Cleanliness, Job site hazards, Other - Housekeeping, Tripping Hazards, Walking / Working Surfaces",Env Coords and I discussed a more permanent set up to inject our copper chemicals in the cooling tower blowdown and the ash line blowdown. If needed it was suggested to perform capital upgrades for the chemical injection once the proper result is achieved.,
83448,3/4/2021 9:57,Tools and equipment used correctly,Other - Tools and equipment,Using single tooth pole tongs to lift one end of pole over a newly planted tree and to drag it closer to the backyard machine.,
428436,1/15/2024 14:42,Housekeeping.,Other - Housekeeping:,[NAME] winds have blown over the pot - a - johns at several location. ( attention / housekeeping needed ) Please recommend to the port - a - john company that a method to secure the pots should be determined to prevent future issues.,
248916,6/15/2022 8:58,Pre-Job Briefing,"Energy-source controls identified, Hazards associated with the job identified","Operator ran the excavator boom into a service drop, drop was not identified on THA, spotter and operator lost site of each other.",
409697,11/1/2023 10:19,Equipment - Setup &Inspection,"Equipment inspected daily and in satisfactory condition (tires in good condition, equipment structurally sound  i.e. no rust or damage, and documented) - Mechanical","While observing operator operating a piece of equipment. After completing the task, I asked if he had performed an inspection of the equipment prior to usage. There was no pre use inspection form completed.",Discussed the importance of filling out a pre use inspection form prior to using any piece of equipment. The employee stated that he would fill out the inspection form.
380728,8/9/2023 11:06,Walking and Working areas,Other - Walking and Working areas,Couple of pipes on the ground in a walk path creating a slip trip fall hazard. I asked they discuss the hazard during the after lunch briefing.,
269177,8/15/2022 20:56,Walking and Working areas,Other - Walking and Working areas,The area around the CCVT stand was uneven and had several trip hazards. I recommended that the STF hazards in the area be removed.,The contractor agreed and removed the STF hazards and backfilled as needed. Great job.
216641,3/1/2022 13:03,PPE,Work gloves adequate,"While terminating UG cable at pad mount two employees took gloves off while skinning conductors, coached on when working employees need work gloves while handling anything.",
389611,8/29/2023 10:03,THA,Hazards and Mitigation Controls Identified,"Upon review of the Pre - Job Briefings of each foreman on site, one of the Foremans PJB stated the known hazards associated with the job but the mitigation steps did not match up that would help to prevent the hazards from injuring anyone.",Discussed the matter with the [NAME] and his Supervisor to assist in the meaning of the word mitigation how we use mitigation steps to avoid hazards.
444061,3/11/2024 10:20,Aerial Devices - Personal Protective Equipment,Was the proper PPE worn?,Ground worker was observed not wearing a [NAME] III hi - vis vest at the time of the observation. GF issued the crew member a new vest to be worn.,
396686,9/25/2023 18:37,Rigging Equipment,Capacity tags intact and legible,[NAME] was using wire lifting sling to move the grillage box with the excavator. The sling did not have a rated capacity tag on it.,The foreman took the sling out of service and replaced it.
219385,3/11/2022 8:02,Continuous Improvement,"Standard practices is being adhered to, There is a standard practice for work activity (i.e. standard work)","Using dial indicator. Process owner is going to train using laser alignment. [NAME] work was not being utilized so I asked to not sign off on the alignment until we had standard work in hand and knew we had the proper alignment based on the coupling specs, etc.",
451847,4/5/2024 15:10,Complete job briefing given (Forestry),Other - Job Briefing,"The crew did not have a valid location on the briefing. The location was vague and lacked any useful information other than the circuit identification. I was able to use my phone to help the crew figure out that the address was for the property they were working directly behind. I explained that this is a critical piece of information, if someone got hurt or something happened so they could direct emergency personal to their location.",
212735,2/10/2022 13:30,All applicable work procedures are followed,"Procedure being followed, work stopped, Proper approach distances","The crew did not follow the requirements of the pole setting procedure which required pole covers and no pole ground installed. Even though they were outside the 3 phase line, the top of the pole was within a foot of the covered primary. I requested that they remove the pole ground and install pole guards before attempting to re - install the pole. The first attempt failed due to the ground rod interfering with the pole.",
1576,1/28/2020 16:00,Crew audit items (Forestry),Crew properly equipped,"EVEN THOUGH THE CREW HAS 2 WORKING SAWS THEY DO NOT HAVE A GOOD WORKING HYDRAULIC SAW. SINCE THEY ARE WORKING FROM A BUCKET IN CLOSE PROXIMITY TO THE LINES THEY SHOULD BE USING AN INSULATED TOOL, SUCH AS A HYDRAULIC SAW OR POLE PRUNER. THIS WOULD INCREASE THE SAFETY OF THE CREW AND ALSO THEIR EFFICIENCY.",
239231,5/10/2022 11:00,FR Clothing,FR clothing worn when required,Had to remind 1 technician to put on FR shirt before going behind the control panels and near the batteries.,
354038,5/23/2023 18:04,"Work Platforms (Aerial Lifts, Bucket Trucks, Crane Baskets, etc.)",Other - Work Platforms - Telecom,[NAME] member was standing on communication lines with his gaffs on. Possible to gaff into 3rd party communication and damage their utility.,Advised crew to keep gaffs in the pole and not someone elses utilities.
198336,12/15/2021 10:46,Barricades around truck when required,Respect barricade,ADIVISED CREW THAT RESPECTING THE BARRICADE WHILE BUCKET IS IN THE PRIMARY ZONE IS A MUST. AND THAT THROWING STUFF IN THE BACK OF TRUCK CAN WAIT,
91148,3/29/2021 12:37,Personal Safety,Hazard recognition,"Asked flagger with crew to place a cone in the asphalt hole near where the firemans driver door to his truck was, so foreman exiting his vehicle did not get injured on slip trip fall hazard",
340791,4/10/2023 11:33,Equipment Operations near Energized Lines,Documented planning meeting for working within Trigger Distances,"The task was loading track trucks with stone within the trigger distance of a distribution line. A documented planning meeting had not be completed properly. It was lacking the first page which listed the equipment being used, the name of the spotters, engineered controls, line height, etc. After further review, one of the truck drivers had not signed the plan as well",I discussed this with the Safety Rep and site foreman and explained the proper way to complete the form. I suggested this documented planning meeting be done daily before the shift begins when working within trigger distance of any line.
420075,12/7/2023 8:35,Crew audit items (Forestry),"Crew properly equipped, Manpower utilization, Number of working saws","Three man crew had one chainsaw available, one pair of chaps, one pull rope and one cranker. [NAME] of tools promote the obvious lack of production as well as safety concerns due to crew members being under tooled.",
246715,6/7/2022 11:26,Walking and Working areas,Other - Walking and Working areas,Called KWEST GF and notified him the sign was down to the TCE out by the road. [NAME] said he will have a crew fix it that day. Also height flags was knocked down as well.,Called to follow up on sign and GF said it was good to go and back up. Also the flag height was repaired. Have pics of it corrected
497275,9/24/2024 10:30,Defensive driving,Appropriate speed for conditions,Coached employee on not slowing down for change in speed signage going into town. The employee advised he did observe the signage and said he would pay more attention to speed signages.,
51690,8/25/2020 12:52,Personal Safety,"Line of fire, Pinch points",Individual positioned between the picked pole and the outrigger with very little room to maneuver. Stopped the individual and informed them to re - position themselves. Individual agreed.,
483738,8/2/2024 13:58,Suspended Load/Overhead Work,"Drop zones adequately barricaded, Employees protected from overhead loads",Observed crew clipping in and removing blocks without setting up drop zone. Spoke with the crew and supervisor and recommended setting up the work zone prior to starting the task.,"Please refer to AEPs Terms and Conditions 10. 4. 3 - Aerial devices shall be barricaded to prevent workers on the ground from falling objects or touching the aerial device in the event of an accidental contact with energized conductors. If the barricade needs to be entered, the observer shall confirm that all work aloft is stopped."
453997,4/4/2024 10:15,Correct work area traffic control,"Cones compliant, Tapers and buffers compliant",talking with the flagging crew about placing enough cones and tapers so cars dont get confused and accidently enter our work zone,
199788,12/21/2021 12:52,Correct PIPE,"Care, Condition, and Storage, Tested daily before use, Two pair of gloves in the bucket, Within of date",4 out of the 6 pair of rubber glove son site was not in date. This also tells me that the gloves have not been tested daily.,GF was onsite and aware the crew can not continue until compliant
448515,3/25/2024 13:21,Personal Safety,Line of fire,Had to operate chainfail while load was suspended ( To level ) from snorkel lift basket. Congested area did not allow best position to keep basket and worker clear of load while raising.,
397318,8/21/2023 6:00,Questioning attitude - Stop when uncertain,Other - Questioning attitude - Stop when uncertain,Had to coach a couple of employees on the importance of safety glasses. They had them available and they instantly fogged over due to their body heat and the high humidity - creating an even greater hazard. A questioning attitude / stop when uncertain would have helped them realize they needed to rotate out and cool down to avoid fogging up their safety glasses.,
82836,3/2/2021 13:00,Correct PIPE,Within of date,The class 2 gloves and sleeves were out of date. The gloves were out of date by 7 months and the sleeves were out of date by 1 month. Also the protectors for the gloves had multiple holes in them. This employee had just used these gloves and sleeves to set the pole in the primary.,
319891,2/9/2023 11:07,Complete job briefing given,Other - Job Briefing,supervisor failed to circle high energy hazards but did talk about them and documented controls for the hazards,
53757,8/31/2020 10:45,COVID-19 - Face Coverings,"Extra face coverings available?, Face covering worn when unable to maintain distance?  (ex: Working less than 6ft distance, 2 or more in a vehicle, etc)","Face covering not being worn per the COVID 19 protocol. [NAME] did have face coverings available. Discussed the rule, policy, and expectation for following all COVID 19 protocol.",
367208,6/27/2023 8:35,Housekeeping in order,Other - Housekeeping,"dash of truck cab had some items on it, like hard hat and clipboard, asked employee to remove them because they could become a projectile in the event of a vehicle accident",
340788,4/10/2023 12:45,Vehicle Operating Condition (Forestry),Warning and signaling devices,"The [NAME] was coached to make sure to turn they caution lights on, on their trucks so approaching traffic could see them.",
491000,8/29/2024 10:45,Crane Set-up Properly,"Other - Crane Set-up Properly, Swing radius barricaded",[NAME] was not properly grounded and did not have the swing radius barricaded. Had a discussion with the foreman. [NAME] was already completed so crane was stored after discussion with foreman. Section 10. 4. 3 and 10. 4. 3. 1,
360118,5/17/2023 17:33,Traffic Control,Other - Traffic Control,Team did not have flaggers or formal traffic control. Team was working on pulling wire over a street that was minimally travelled. Team did have warning flags on the road ahead to warn of workers and slow down. Team had designated personnel watching for cars. Question was asked why we did not have formal flaggers and was told not necessary for magnitude of travel on this road. Team did great.,
270443,8/23/2022 9:00,Tools and equipment used correctly (Forestry),Equipment used properly,Trimmer was using a chainsaw. It was noticed that the Trimmer was not wrapping his thumb around the handle. It was pointed out to the company trainer with paused the trimmer and coached on the proper hand placement on the saw.,
410510,11/6/2023 11:00,Verification techniques/Peer coaching,Peer Review/Coaching used during job process,Questioned installation of cotter pins on new transmission structures being erected - pins not fully inserted and pins not spread,NHPL foreman said the manufacturer does recommend spreading the cotter pins but AEP T - Line construction said it should be done - referred to TCR
44972,7/21/2020 9:00,Effective Communication,3-Way Communication,"When I arrived, the qualified observer was inside the barricade working on equipment while one of the men in the air was applying line hoses. The man in the air did not confirm that the qualified observer was in place and watching.",
494633,9/17/2024 10:30,Workplace Conditions Addressed (Forestry),"High traffic area vehicle/pedestrians, Line of fire",The crew did not address or deal with the work zone or line - of - fire hazard until it was mentioned by AEP - Safety.,
181371,10/18/2021 11:10,Tree Felling - Job Briefing,Were hazards that were eliminated communicated on job briefing?,The biggest saw that the crew had available was a 20 bar. The bar didnt allow the tree feller to even safely two step the notch and back cut. Tree feller had to return to the danger side of the tree during back cut which creates an unneeded risk. Spoke with the foreman and GF about ensuring the crew was properly equipped to safely remove DBX / DXW trees.,
108040,5/27/2021 13:48,Qualified observer (Forestry),Observer engagement,Observer did not stop worker aloft when two separate limbs struck a large stub redirecting the fall of the limb. I stopped crew and had them remove the stub before proceeding with the work.,
52780,9/9/2020 9:06,Crew audit items (Forestry),Number of working saws,One of the four saws on truck was red tagged for repairs. [NAME] had four crew members. One is his first day and wouldnt be using the saw anyway,
192313,11/16/2021 10:00,Stop When Uncertain,"Assistance requested, Questioning attitude",[NAME] & crew's questioning attitude was clearly demonstrated when they stopped the job and requested assistance.,
